datetime,wavelengths,mean,std,max,min
20200223175743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.017784, 0.464265, 44.807384, 40.16463, 76.10485, 87.37662, 74.51454, 1.260424, 1.552359, 3.113053, 13.351938]","[1.632624, 0.256361, 17.19777, 12.994373, 25.870676, 28.059605, 18.329899, 2.095267, 2.659137, 1.135261, 4.879293]","[16.826555, 3.281824, 82.76404, 67.99043, 144.14008, 160.95326, 103.54774, 16.73373, 21.762045, 7.727525, 25.336012]","[0.0, 0.0, 1.901164, 9.668365, 5.330927, 8.225512, 14.027015, 0.0, 0.0, 0.158044, 0.57933]"
20200223205743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.468432, 0.417313, 43.87696, 39.53449, 74.76976, 86.10058, 74.06672, 0.444196, 0.590585, 3.116376, 13.336189]","[1.642976, 0.242737, 16.647062, 12.560248, 25.015858, 27.201202, 17.976274, 1.518051, 1.999512, 1.144628, 4.861214]","[16.966003, 3.197675, 72.117516, 63.208233, 119.12573, 135.38748, 101.34124, 20.28078, 24.739716, 7.819024, 25.181524]","[0.0, 0.0, 2.027909, 9.564404, 5.740999, 8.670135, 14.815049, 0.0, 0.0, 0.182998, 0.656574]"
20200223235744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.052911, 0.374941, 43.5646, 39.285034, 74.38158, 85.79256, 74.04773, 0.078789, 0.121667, 3.120239, 13.365309]","[0.073826, 0.221751, 16.144606, 12.265107, 24.217215, 26.357775, 17.531982, 0.06385, 0.078882, 1.137704, 4.785226]","[17.639996, 1.587862, 69.83612, 61.960705, 112.35955, 128.27353, 100.23799, 1.606605, 7.29112, 7.561163, 24.91117]","[0.0, 0.0, 2.027909, 9.460443, 5.535963, 8.003202, 14.499835, 0.0, 0.0, 0.182998, 0.656574]"
20200224005743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.035006, 0.373455, 43.508774, 39.24896, 74.31568, 85.736786, 74.056854, 0.04629, 0.085649, 3.119891, 13.377092]","[0.091374, 0.22096, 16.02931, 12.195093, 24.030132, 26.147417, 17.403688, 0.049077, 0.114601, 1.132581, 4.761805]","[16.756832, 3.395243, 70.08961, 62.16862, 111.539406, 127.384285, 99.922775, 3.442725, 11.214967, 7.453028, 24.756681]","[0.0, 0.0, 1.77442, 9.460443, 5.330927, 7.78089, 14.184621, 0.0, 0.0, 0.158044, 0.57933]"
20200224045742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.761207, 0.421034, 43.635815, 39.27205, 74.576225, 86.09222, 74.42315, 0.797676, 0.997715, 3.132528, 13.460977]","[1.692587, 0.249975, 15.638454, 11.928102, 23.372925, 25.377525, 16.87739, 1.766974, 2.190464, 1.116834, 4.656598]","[17.244896, 3.153771, 68.82217, 60.71317, 110.10416, 125.6058, 99.29235, 20.28078, 25.49109, 7.511254, 24.447706]","[0.0, 0.0, 1.77442, 9.460443, 5.330927, 8.225512, 14.342229, 0.0, 0.0, 0.182998, 0.617952]"
20200224055743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.045408, 0.437293, 44.058624, 39.526897, 75.23804, 86.736946, 74.69484, 1.135696, 1.437218, 3.139098, 13.500112]","[1.715082, 0.241513, 15.780314, 12.034102, 23.571281, 25.534649, 16.875837, 1.973334, 2.479596, 1.115744, 4.646602]","[13.828455, 2.630582, 78.20124, 64.03992, 123.636505, 140.05602, 100.710815, 15.940861, 19.786205, 7.469664, 24.447706]","[0.0, 0.0, 2.408142, 9.980247, 6.356106, 9.781692, 16.233513, 0.0, 0.0, 0.207953, 0.811061]"
20200224095743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.318332, 0.646616, 48.10212, 42.16925, 81.101616, 92.50803, 77.029205, 3.468184, 4.40469, 3.176428, 13.756783]","[2.98039, 0.404926, 18.376497, 14.017134, 27.37732, 29.21069, 18.066912, 3.117708, 3.938115, 1.121589, 4.729412]","[16.803314, 3.340363, 110.01407, 81.609314, 167.92421, 180.96127, 115.368256, 20.28078, 24.183142, 7.569481, 30.00927]","[0.0, 0.0, 2.281397, 9.876286, 6.356106, 9.781692, 15.603084, 0.0, 0.0, 0.216271, 0.77244]"
20200224105744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.780438, 0.722651, 48.91272, 42.70252, 82.17846, 93.553665, 77.41252, 3.934416, 4.991431, 3.182606, 13.806535]","[3.089136, 0.450148, 19.091515, 14.514045, 28.408403, 30.24338, 18.448956, 3.12279, 3.960982, 1.126326, 4.775312]","[16.08284, 3.384267, 111.02802, 85.455864, 170.58968, 180.73895, 117.25954, 20.28078, 24.266626, 7.569481, 31.322416]","[0.0, 0.0, 2.154653, 10.084208, 6.15107, 9.114757, 15.603084, 0.0, 0.0, 0.191317, 0.733818]"
20200224135743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.260509, 0.689484, 48.899384, 42.77188, 82.10615, 93.48657, 77.3738, 3.503141, 4.419974, 3.185238, 13.809983]","[2.653749, 0.413356, 19.031452, 14.508766, 28.435987, 30.423018, 18.759344, 2.872323, 3.620142, 1.141834, 4.871822]","[15.455333, 3.373291, 107.35244, 82.85684, 165.25876, 178.96048, 116.94432, 20.28078, 24.739716, 7.552845, 28.116793]","[0.0, 0.007317, 1.901164, 9.564404, 5.535963, 8.447824, 14.972655, 0.0, 0.0, 0.17468, 0.695195]"
20200224145744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.552541, 0.611695, 48.18136, 42.31602, 81.04644, 92.48366, 77.02374, 2.80918, 3.524677, 3.1849, 13.785005]","[2.298385, 0.35806, 18.348257, 14.058906, 27.44227, 29.485624, 18.527287, 2.685888, 3.370281, 1.144821, 4.87306]","[13.107981, 3.380608, 101.01522, 79.634056, 153.57172, 168.73416, 114.1074, 19.258396, 22.513418, 7.636026, 26.919512]","[0.0, 0.0, 1.901164, 10.084208, 5.330927, 8.225512, 14.499835, 0.0, 0.0, 0.182998, 0.617952]"
20200224165743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.273871, 0.504926, 46.499855, 41.255665, 78.61589, 90.10299, 76.139114, 1.584198, 1.927896, 3.18203, 13.720937]","[1.658217, 0.27722, 17.143501, 13.225336, 25.59611, 27.648735, 18.024227, 2.238713, 2.822835, 1.151028, 4.870398]","[11.295176, 3.556224, 85.67916, 71.94095, 142.90987, 159.17477, 105.59663, 16.921515, 20.648895, 7.669298, 25.258768]","[0.0, 0.0, 1.901164, 9.772326, 5.330927, 8.225512, 14.184621, 0.0, 0.0, 0.17468, 0.656574]"
20200224175744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.969627, 0.475411, 45.84343, 40.837673, 77.6323, 89.14161, 75.78924, 1.204631, 1.47704, 3.1797, 13.68145]","[1.576697, 0.257019, 16.796347, 12.963857, 25.038704, 27.084497, 17.87053, 2.051048, 2.609757, 1.154451, 4.8703]","[17.361101, 3.153771, 83.65125, 67.78251, 142.49979, 159.61942, 103.39013, 20.28078, 27.049498, 7.66098, 25.258768]","[0.0, 0.0, 2.027909, 9.980247, 5.535963, 8.447824, 14.342229, 0.0, 0.0, 0.17468, 0.540708]"
20200224185743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.775539, 0.455389, 45.38414, 40.545525, 76.964935, 88.4858, 75.516624, 0.908388, 1.133892, 3.178059, 13.650952]","[1.570122, 0.247376, 16.618488, 12.814628, 24.766485, 26.811552, 17.79384, 1.898988, 2.439953, 1.15663, 4.870456]","[11.713515, 2.974496, 79.215195, 64.45576, 137.78397, 154.95087, 102.759705, 15.210585, 19.257462, 7.719207, 25.336012]","[0.0, 0.0, 1.77442, 9.876286, 5.125892, 7.55858, 13.554194, 0.0, 0.0, 0.158044, 0.463464]"
20200224205743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.464955, 0.42803, 44.834618, 40.189034, 76.20105, 87.7535, 75.24927, 0.448816, 0.597102, 3.180014, 13.643621]","[1.620681, 0.238884, 16.294022, 12.587738, 24.275593, 26.308603, 17.580324, 1.529312, 2.029234, 1.151271, 4.836016]","[17.407583, 2.985472, 73.38496, 62.272587, 118.71565, 135.16518, 100.868416, 20.28078, 25.018002, 7.727525, 25.065659]","[0.0, 0.0, 2.027909, 9.668365, 5.946034, 8.892446, 15.603084, 0.0, 0.0, 0.17468, 0.617952]"
20200224215744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.278477, 0.413362, 44.686832, 40.084244, 75.99751, 87.56733, 75.24283, 0.24474, 0.340946, 3.181516, 13.649049]","[1.527626, 0.244225, 16.15633, 12.498699, 24.052229, 26.069763, 17.458546, 1.333273, 1.836083, 1.145153, 4.803296]","[17.988611, 3.21231, 71.73728, 62.064663, 115.23005, 129.38509, 100.868416, 20.28078, 26.103321, 7.611072, 25.10428]","[0.0, 0.0, 2.027909, 9.460443, 5.535963, 8.670135, 15.130263, 0.0, 0.0, 0.166362, 0.617952]"
20200224235743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.056433, 0.383078, 44.373966, 39.87403, 75.61292, 87.215515, 75.137184, 0.081959, 0.125926, 3.18392, 13.655043]","[0.07762, 0.22204, 15.879696, 12.32456, 23.616163, 25.599762, 17.169334, 0.068354, 0.080484, 1.131921, 4.734124]","[16.315252, 1.448832, 68.948906, 61.648823, 111.33437, 126.27274, 100.08038, 1.41882, 6.372772, 7.527891, 25.181524]","[0.0, 0.0, 1.901164, 10.084208, 5.330927, 8.225512, 15.130263, 0.0, 0.0, 0.191317, 0.617952]"
20200225005744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.03764, 0.381163, 44.252064, 39.75279, 75.425606, 87.03966, 75.063675, 0.047203, 0.087825, 3.18256, 13.643259]","[0.144804, 0.220643, 15.714645, 12.212464, 23.3512, 25.3124, 16.985825, 0.04742, 0.11167, 1.121977, 4.687716]","[17.198414, 3.442806, 68.82217, 61.75278, 110.10416, 124.271935, 99.922775, 1.731795, 7.625064, 7.44471, 24.756681]","[0.0, 0.0, 2.154653, 10.29213, 5.946034, 9.33707, 15.918298, 0.0, 0.0, 0.216271, 0.77244]"
20200225025744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.389091, 0.406908, 44.070393, 39.626057, 75.2172, 86.890114, 75.07032, 0.361532, 0.475234, 3.180186, 13.645742]","[1.870209, 0.277567, 15.366719, 12.003345, 22.815535, 24.727877, 16.611174, 1.812129, 2.3011, 1.099241, 4.592234]","[20.591614, 3.428171, 68.82217, 61.336933, 110.10416, 124.71656, 99.44996, 20.28078, 27.049498, 7.411437, 24.33184]","[0.0, 0.0, 2.281397, 10.396091, 6.561142, 10.004003, 16.706333, 0.0, 0.0, 0.216271, 0.811061]"
20200225035743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.594218, 0.417267, 44.080868, 39.61967, 75.29401, 86.94631, 75.154655, 0.583013, 0.732605, 3.181636, 13.650806]","[1.882207, 0.259439, 15.229798, 11.91972, 22.606936, 24.476822, 16.44245, 1.825277, 2.257032, 1.08927, 4.545831]","[18.337227, 3.289142, 67.55472, 60.71317, 109.69409, 124.04963, 99.29235, 20.28078, 27.049498, 7.361528, 24.293219]","[0.0, 0.0, 2.281397, 9.980247, 6.561142, 10.004003, 16.391117, 0.0, 0.0, 0.224589, 0.811061]"
20200225045744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.781066, 0.426313, 44.22595, 39.677074, 75.508026, 87.18438, 75.24167, 0.827531, 1.037204, 3.182404, 13.66806]","[1.699731, 0.23411, 15.152036, 11.861952, 22.470863, 24.314516, 16.28186, 1.815447, 2.269601, 1.080309, 4.503401]","[17.73296, 3.270848, 67.55472, 60.401287, 108.66891, 123.3827, 98.66193, 20.28078, 25.46326, 7.394801, 24.254597]","[0.0, 0.0, 2.408142, 10.084208, 6.356106, 9.781692, 16.391117, 0.0, 0.0, 0.224589, 0.849684]"
20200225095744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.409953, 0.662452, 48.684284, 42.55571, 82.17864, 93.779594, 77.859634, 3.37991, 4.322198, 3.205598, 13.914106]","[3.038515, 0.398057, 17.46865, 13.628795, 26.153254, 27.945154, 17.358421, 2.885739, 3.699682, 1.065211, 4.500139]","[17.523788, 3.285483, 105.958244, 79.738014, 161.77315, 180.07202, 112.373726, 20.28078, 24.544914, 7.644344, 26.06983]","[0.0, 0.0, 2.534886, 9.772326, 6.971212, 10.226314, 16.706333, 0.0, 0.0, 0.241225, 0.811061]"
20200225105743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.895082, 0.745202, 49.54276, 43.11617, 83.408875, 94.95637, 78.33103, 3.835925, 4.896794, 3.208346, 13.945475]","[3.142518, 0.443255, 18.15163, 14.108161, 27.203484, 28.989191, 17.719164, 2.804454, 3.634413, 1.064012, 4.517378]","[15.292644, 3.468416, 106.59197, 83.584564, 162.59329, 177.84892, 115.05304, 20.28078, 24.767544, 7.652662, 25.4905]","[0.0, 0.007317, 2.66163, 9.980247, 7.176248, 11.115558, 17.651974, 0.0, 0.0, 0.282816, 0.926927]"
20200225145743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.633709, 0.630952, 48.81477, 42.70791, 82.245094, 93.81347, 77.769394, 2.778625, 3.492134, 3.185577, 13.835665]","[2.358852, 0.366012, 17.833836, 13.988144, 26.858076, 28.840261, 18.109636, 2.536309, 3.214852, 1.077079, 4.61075]","[13.29391, 3.34768, 97.84661, 79.84197, 148.65086, 163.621, 113.94979, 19.216665, 22.763878, 7.685935, 24.872547]","[0.0, 0.0, 2.027909, 9.252522, 5.535963, 8.892446, 14.815049, 0.0, 0.0, 0.17468, 0.617952]"
20200225155744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.844749, 0.564703, 47.870136, 42.120876, 80.834175, 92.41292, 77.15844, 2.09186, 2.578244, 3.177342, 13.761814]","[1.926602, 0.317163, 17.288792, 13.608503, 25.998869, 28.007921, 17.949818, 2.365182, 2.975793, 1.083022, 4.626787]","[11.062764, 3.51232, 90.3687, 76.09938, 139.01419, 154.06163, 110.95526, 18.089954, 22.04033, 7.627708, 24.949793]","[0.0, 0.0, 2.408142, 9.980247, 6.766176, 10.226314, 15.76069, 0.0, 0.0, 0.191317, 0.617952]"
20200225175744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.004053, 0.484101, 46.35343, 41.1734, 78.539856, 90.164536, 76.313484, 1.232558, 1.506481, 3.165748, 13.675335]","[1.591922, 0.253299, 16.405674, 12.938547, 24.519938, 26.524488, 17.54574, 2.118524, 2.685756, 1.087747, 4.620634]","[17.454065, 3.219627, 81.87683, 66.32706, 140.44943, 157.39629, 103.54774, 20.28078, 25.68589, 7.569481, 24.33184]","[0.0, 0.0, 2.281397, 9.980247, 6.356106, 10.448625, 16.706333, 0.0, 0.0, 0.182998, 0.656574]"
20200225185743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.805303, 0.462783, 45.86165, 40.87013, 77.815544, 89.41148, 76.00372, 0.947872, 1.182083, 3.164617, 13.654721]","[1.586416, 0.24086, 16.183382, 12.740996, 24.14506, 26.130186, 17.399776, 1.961894, 2.51434, 1.088126, 4.614638]","[15.920154, 3.556224, 77.69427, 63.831997, 128.96744, 145.61382, 101.18363, 15.294044, 19.313118, 7.461346, 24.254597]","[0.0, 0.0, 2.154653, 9.876286, 5.740999, 8.670135, 15.130263, 0.0, 0.0, 0.199635, 0.540708]"
20200225195744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.637853, 0.447278, 45.534195, 40.66818, 77.34449, 88.93153, 75.86763, 0.693266, 0.88962, 3.162764, 13.634803]","[1.597269, 0.234194, 16.03564, 12.612802, 23.906935, 25.87753, 17.304153, 1.763214, 2.294464, 1.085862, 4.599382]","[13.596045, 3.296459, 73.5117, 62.480503, 118.30559, 132.94206, 100.710815, 14.209066, 18.561743, 7.361528, 24.33184]","[0.0, 0.0, 1.77442, 9.0446, 4.920856, 7.55858, 13.081372, 0.0, 0.0, 0.149726, 0.308976]"
20200225205743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.46959, 0.43462, 45.33295, 40.544815, 77.04699, 88.68201, 75.76697, 0.45616, 0.607905, 3.164361, 13.638047]","[1.619153, 0.231948, 15.913632, 12.524872, 23.703476, 25.675274, 17.208666, 1.541074, 2.05456, 1.083264, 4.584548]","[17.361101, 3.442806, 70.216354, 61.75278, 113.179695, 126.27274, 100.08038, 20.28078, 27.049498, 7.336574, 24.33184]","[0.0, 0.0, 2.027909, 9.460443, 5.740999, 8.447824, 15.287869, 0.0, 0.0, 0.182998, 0.617952]"
20200225215744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.276681, 0.419476, 45.13346, 40.43114, 76.77313, 88.39091, 75.71728, 0.241503, 0.33744, 3.162825, 13.629169]","[1.50225, 0.239986, 15.803352, 12.462375, 23.524445, 25.480314, 17.14009, 1.305324, 1.804876, 1.080297, 4.567636]","[18.453434, 3.278166, 69.70937, 61.85674, 111.539406, 124.49424, 100.23799, 20.28078, 27.049498, 7.378164, 24.409084]","[0.0, 0.0, 2.027909, 9.668365, 5.535963, 9.781692, 16.233513, 0.0, 0.0, 0.141408, 0.540708]"
20200225225743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.071761, 0.401335, 44.955215, 40.285713, 76.53507, 88.16438, 75.65243, 0.054617, 0.089312, 3.162871, 13.630503]","[0.789902, 0.233975, 15.720937, 12.401467, 23.378633, 25.321968, 17.057278, 0.619639, 0.938052, 1.078706, 4.552794]","[17.7562, 3.413536, 69.45589, 62.376545, 110.51423, 124.271935, 99.76517, 20.28078, 26.520752, 7.369846, 24.293219]","[0.0, 0.0, 2.154653, 9.668365, 6.15107, 9.559381, 15.287869, 0.0, 0.0, 0.199635, 0.733818]"
20200225235744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.060364, 0.388498, 44.814293, 40.16306, 76.34314, 88.03883, 75.611015, 0.085733, 0.130624, 3.16258, 13.626797]","[0.075333, 0.21986, 15.574457, 12.298962, 23.13721, 25.071539, 16.903902, 0.073121, 0.080776, 1.073771, 4.520982]","[15.129956, 1.661035, 69.2024, 61.85674, 110.10416, 123.82731, 99.29235, 1.105845, 4.035162, 7.403119, 24.293219]","[0.0, 0.0, 2.027909, 9.668365, 5.946034, 9.114757, 15.603084, 0.0, 0.0, 0.158044, 0.695195]"
20200226005743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.03781, 0.3874, 44.72029, 40.111073, 76.22961, 87.895134, 75.59431, 0.048778, 0.090189, 3.160215, 13.631309]","[0.076941, 0.218293, 15.425766, 12.217688, 22.897177, 24.784105, 16.747602, 0.047971, 0.101533, 1.06815, 4.48772]","[13.038258, 1.053696, 68.44193, 61.336933, 109.284004, 123.16038, 99.13474, 1.21017, 4.981338, 7.453028, 24.293219]","[0.0, 0.0, 1.901164, 9.564404, 5.535963, 8.225512, 14.657441, 0.0, 0.0, 0.17468, 0.617952]"
20200226015744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.139603, 0.395874, 44.627327, 40.04405, 76.10971, 87.802284, 75.58087, 0.103013, 0.153755, 3.158066, 13.62461]","[1.214744, 0.242528, 15.30585, 12.151896, 22.697899, 24.555635, 16.61872, 1.013251, 1.386775, 1.060908, 4.454688]","[19.66197, 3.391584, 67.80821, 60.817135, 108.463875, 122.49345, 99.13474, 20.28078, 26.99384, 7.461346, 24.10011]","[0.0, 0.0, 1.901164, 9.252522, 5.535963, 8.225512, 14.499835, 0.0, 0.0, 0.17468, 0.656574]"
20200226055744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.045549, 0.450925, 45.06681, 40.28351, 76.80196, 88.55006, 75.908035, 1.096142, 1.403727, 3.162938, 13.664359]","[1.77338, 0.233916, 15.286408, 12.143215, 22.640545, 24.439798, 16.454025, 2.02155, 2.548974, 1.047538, 4.39962]","[11.225451, 2.890347, 73.89194, 60.60921, 118.920685, 134.72055, 99.29235, 16.19124, 19.869692, 7.053758, 23.868378]","[0.0, 0.0, 2.154653, 9.252522, 5.946034, 9.33707, 15.445477, 0.0, 0.0, 0.199635, 0.695195]"
20200226075744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.004442, 0.535168, 46.9468, 41.452404, 79.628296, 91.3344, 76.96623, 1.984972, 2.585052, 3.175252, 13.749984]","[2.317058, 0.294187, 16.196512, 12.820136, 24.144733, 25.971066, 16.955149, 2.477076, 3.150078, 1.048748, 4.427839]","[17.872406, 3.300118, 90.3687, 68.92608, 145.16525, 160.28633, 104.49338, 20.28078, 26.409437, 7.186848, 24.061487]","[0.0, 0.0, 2.534886, 9.668365, 6.766176, 10.448625, 16.548725, 0.0, 0.0, 0.224589, 0.77244]"
20200226085743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.63328, 0.599159, 48.190056, 42.269737, 81.50612, 93.151085, 77.63285, 2.566929, 3.328518, 3.182433, 13.819252]","[2.690365, 0.352214, 17.06689, 13.457459, 25.585173, 27.427204, 17.46021, 2.685366, 3.432548, 1.051531, 4.471504]","[20.28948, 3.556224, 95.565216, 73.60432, 150.90625, 167.17798, 108.43354, 20.28078, 27.049498, 7.136939, 23.984243]","[0.0, 0.0, 2.915119, 9.980247, 7.586319, 11.337869, 18.124794, 0.0, 0.0, 0.26618, 0.888305]"
20200226095744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.342742, 0.675569, 49.311886, 42.991306, 83.15424, 94.76971, 78.21939, 3.288583, 4.234462, 3.188397, 13.870895]","[3.046784, 0.413891, 18.026804, 14.121722, 27.146408, 29.012667, 17.997581, 2.88284, 3.696382, 1.055182, 4.51701]","[14.920787, 3.223286, 98.733826, 78.6984, 155.212, 171.40189, 111.74329, 19.800886, 23.654396, 6.945624, 24.33184]","[0.0, 0.0, 2.66163, 10.188169, 7.176248, 10.670936, 17.336758, 0.0, 0.0, 0.241225, 0.888305]"
20200226115744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[4.183544, 0.808397, 50.6438, 43.834404, 85.03224, 96.592735, 78.82248, 4.08953, 5.271578, 3.189284, 13.907658]","[3.2269, 0.50784, 19.574823, 15.149445, 29.606087, 31.535116, 18.957457, 2.880991, 3.752027, 1.067008, 4.63135]","[16.570904, 3.076939, 110.14081, 85.767746, 163.8235, 175.40349, 115.99868, 20.28078, 24.461428, 6.854124, 24.833925]","[0.0, 0.021952, 2.408142, 9.876286, 6.766176, 10.226314, 16.391117, 0.25038, 0.0, 0.224589, 0.695195]"
20200226145744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.599547, 0.640692, 49.046146, 42.88172, 82.66372, 94.26857, 77.77392, 2.804404, 3.550526, 3.174861, 13.795474]","[2.341464, 0.403666, 18.988283, 14.789147, 28.847025, 30.999456, 19.279543, 2.686116, 3.385311, 1.097124, 4.794623]","[11.945926, 3.303776, 102.40941, 83.37665, 154.39186, 165.84412, 113.476974, 20.28078, 24.294456, 7.103668, 25.68361]","[0.0, 0.0, 1.901164, 9.668365, 5.946034, 9.559381, 16.075905, 0.0, 0.0, 0.191317, 0.656574]"
20200226165744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.33047, 0.522312, 47.103764, 41.67333, 79.74691, 91.43089, 76.66464, 1.624077, 1.998738, 3.168002, 13.696111]","[1.679621, 0.296134, 17.689566, 13.845263, 26.704523, 28.899069, 18.765669, 2.395335, 3.006246, 1.109179, 4.815819]","[10.737389, 2.696437, 90.495445, 75.05978, 140.03935, 157.17398, 108.11834, 17.23449, 20.98284, 7.078712, 24.756681]","[0.0, 0.0, 2.281397, 9.876286, 6.15107, 9.33707, 14.972655, 0.0, 0.0, 0.191317, 0.656574]"
20200226175743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.005918, 0.485909, 46.332134, 41.184044, 78.593025, 90.26078, 76.22445, 1.262978, 1.559871, 3.166116, 13.663002]","[1.58521, 0.263932, 17.240753, 13.487354, 25.92952, 28.095905, 18.530973, 2.237756, 2.836388, 1.112416, 4.818122]","[20.103552, 3.406219, 88.21404, 70.38153, 139.83434, 155.84012, 105.43902, 20.28078, 27.049498, 6.995532, 24.679438]","[0.0, 0.0, 2.027909, 9.564404, 5.740999, 8.447824, 14.499835, 0.0, 0.0, 0.17468, 0.617952]"
20200226195744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.613394, 0.448258, 45.526848, 40.69124, 77.363396, 89.104355, 75.859474, 0.673325, 0.880359, 3.167691, 13.644685]","[1.540268, 0.237365, 16.706264, 13.043767, 25.00802, 27.150032, 18.166458, 1.714445, 2.258963, 1.111689, 4.792197]","[17.244896, 3.040352, 76.68031, 64.143875, 128.55737, 143.613, 101.49885, 16.98411, 21.84553, 6.978895, 24.486328]","[0.0, 0.0, 1.901164, 9.460443, 5.330927, 8.003202, 13.711801, 0.0, 0.0, 0.158044, 0.57933]"
